name,market,neighborhood,cuisine,price,address,zip,url
EcuaPollos,New York City,Bed Stuy,,$$,12-62 Myrtle Ave,11221,https://jsheldon-afk.github.io/cold-call-hub-3/?r=ecuapollos
UKA,Los Angeles,Hollywood,,$$$$,"Japan House, Ovation Hollywood, 6801 Hollywood Blvd Level 5",90028,https://jsheldon-afk.github.io/cold-call-hub-3/?r=uka
Motek Flatiron,New York City,Flatiron,,$$$,928 Broadway,10010,https://jsheldon-afk.github.io/cold-call-hub-3/?r=motek-flatiron
Saucey Pizza Bar,New York City,Long Island City,,$$$,36-21 Review Ave,11101,https://jsheldon-afk.github.io/cold-call-hub-3/?r=saucey-pizza-bar
Mi Cielito Colombiano,New York City,Astoria,,$$,45-01 Ditmars Blvd,11105,https://jsheldon-afk.github.io/cold-call-hub-3/?r=mi-cielito-colombiano
Wraps And Kebabs Halal Food Truck,New York City,Midtown West,,$$,1300 6th Ave,10019,https://jsheldon-afk.github.io/cold-call-hub-3/?r=wraps-and-kebabs-halal-food-truck
The Meltdown,Los Angeles,Huntington Beach,,$$,18477 Beach Blvd,92648,https://jsheldon-afk.github.io/cold-call-hub-3/?r=the-meltdown
Nakshatra - Authentic Indian Kitchen,New York City,Chinatown,,$$$,30 Vandam St,10013,https://jsheldon-afk.github.io/cold-call-hub-3/?r=nakshatra-authentic-indian-kitchen
Familysh Coffee & Bistro,Los Angeles,Sherman Oaks,,$$,4945 Hazeltine Ave,91423,https://jsheldon-afk.github.io/cold-call-hub-3/?r=familysh-coffee-and-bistro
Zhangliang Malatang Irvine,Los Angeles,Irvine,,$$,15455 Jeffrey Rd Ste 325,92618,https://jsheldon-afk.github.io/cold-call-hub-3/?r=zhangliang-malatang-irvine
Ruscello at Nordstrom,Los Angeles,Halecrest,,$$,3333 Bristol St,92626,https://jsheldon-afk.github.io/cold-call-hub-3/?r=ruscello-at-nordstrom
Mongrill,Los Angeles,Culver City,,$$,6000 Sepulveda Blvd #3254,90230,https://jsheldon-afk.github.io/cold-call-hub-3/?r=mongrill
Umiya Sushi (Soft Opening),New York City,Long Island City,,$$$,22-22 Jackson Ave,11101,https://jsheldon-afk.github.io/cold-call-hub-3/?r=umiya-sushi-soft-opening
Myung Dong Tofu House & BBQ,Los Angeles,Halecrest,,$$,688 Baker St # 1,92626,https://jsheldon-afk.github.io/cold-call-hub-3/?r=myung-dong-tofu-house-and-bbq
Vessel Bar & Grill,New York City,Prospect Heights,,$$,895 Fulton St,11238,https://jsheldon-afk.github.io/cold-call-hub-3/?r=vessel-bar-and-grill
Zen Sushi Omakase,New York City,Lower East Side,,$$$$,235 Eldridge St,10002,https://jsheldon-afk.github.io/cold-call-hub-3/?r=zen-sushi-omakase
TETE,New York City,Jackson Heights,,$$$,85-15 Northern Blvd,11372,https://jsheldon-afk.github.io/cold-call-hub-3/?r=tete
Mama Coco Taqueria & Cevicheria,New York City,Astoria,,$$,38-12 30th Ave.,11103,https://jsheldon-afk.github.io/cold-call-hub-3/?r=mama-coco-taqueria-and-cevicheria
Tanoshi Tei,New York City,Upper East Side,,$$$,1374 York Ave,10021,https://jsheldon-afk.github.io/cold-call-hub-3/?r=tanoshi-tei
Don Ceviche,New York City,East Village,,$$,57 1st Ave,10003,https://jsheldon-afk.github.io/cold-call-hub-3/?r=don-ceviche
Simply Noodles & Dim Sum Bryant Park,New York City,Midtown West,,$$,110 W 40th St Store 4,10018,https://jsheldon-afk.github.io/cold-call-hub-3/?r=simply-noodles-and-dim-sum-bryant-park
Forty Carrots,New York City,Midtown East,,$$,1000 3rd Ave 7th Floor,10022,https://jsheldon-afk.github.io/cold-call-hub-3/?r=forty-carrots
YGF Malatang,Los Angeles,Irvine,,$$,2626 Dupont Dr Suite A90,92612,https://jsheldon-afk.github.io/cold-call-hub-3/?r=ygf-malatang
Le Petit Pecheur,New York City,Astoria,,$$$,40-17 30th Ave.,11103,https://jsheldon-afk.github.io/cold-call-hub-3/?r=le-petit-pecheur
Caboco,Los Angeles,Arts District,,$$$,1850 Industrial St,90021,https://jsheldon-afk.github.io/cold-call-hub-3/?r=caboco
Chez Francis,New York City,Murray Hill,,$$$,411 Park Ave S,10016,https://jsheldon-afk.github.io/cold-call-hub-3/?r=chez-francis
Budapest cafe,New York City,Upper East Side,,$$,1631 2nd Ave,10028,https://jsheldon-afk.github.io/cold-call-hub-3/?r=budapest-cafe
Mimi Garden,Los Angeles,Newport Beach,,$$,3142 W Balboa Blvd,92663,https://jsheldon-afk.github.io/cold-call-hub-3/?r=mimi-garden
More Than Waffles,Los Angeles,Encino,,$$,17200 Ventura Blvd #109,91316,https://jsheldon-afk.github.io/cold-call-hub-3/?r=more-than-waffles
Ocean 48,Los Angeles,East Bluff,,$$$$,151 Newport Center Dr,92660,https://jsheldon-afk.github.io/cold-call-hub-3/?r=ocean-48
Edge of Astoria,New York City,Astoria,,$$$,27-40 21st St,11102,https://jsheldon-afk.github.io/cold-call-hub-3/?r=edge-of-astoria
Vue 525,New York City,Midtown West,,$$,525 8th Ave,10018,https://jsheldon-afk.github.io/cold-call-hub-3/?r=vue-525
Carmensa,New York City,Sunnyside,,$$,40-05 Skillman Ave,11104,https://jsheldon-afk.github.io/cold-call-hub-3/?r=carmensa
DARKROOM Restaurant and Wine Bar,Los Angeles,Santa Ana,,$$$,3751 S Harbor Blvd Suite C,92704,https://jsheldon-afk.github.io/cold-call-hub-3/?r=darkroom-restaurant-and-wine-bar
Sabor Peruano 4,New York City,Elmhurst,,$$,90-28 43rd Ave,11373,https://jsheldon-afk.github.io/cold-call-hub-3/?r=sabor-peruano-4
"LA Wangbal,",Los Angeles,Koreatown,,$$$,4251 W 3rd St,90020,https://jsheldon-afk.github.io/cold-call-hub-3/?r=la-wangbal
La Morra Fonda Rest. & Bar,New York City,Jackson Heights,,$$$$,91-01 Astoria Blvd,11369,https://jsheldon-afk.github.io/cold-call-hub-3/?r=la-morra-fonda-rest-and-bar
HaruSeki Sushi & More,Los Angeles,Westside Costa Mesa,,$$,1750 Newport Blvd Unit K118,92627,https://jsheldon-afk.github.io/cold-call-hub-3/?r=haruseki-sushi-and-more
Mis Tierras Colombianas,New York City,Woodside,,$$,54-08 Roosevelt Ave,11377,https://jsheldon-afk.github.io/cold-call-hub-3/?r=mis-tierras-colombianas
Fermento,New York City,West Village,,?,226 Varick St,10014,https://jsheldon-afk.github.io/cold-call-hub-3/?r=fermento
OLIO E PIU,Washington DC,Downtown,,$$$,699 14th St Nw,20005,https://jsheldon-afk.github.io/cold-call-hub-3/?r=olio-e-piu
Tommy Bahama Restaurant & Bar,Los Angeles,East Bluff,,$$,854 Avocado Ave,92660,https://jsheldon-afk.github.io/cold-call-hub-3/?r=tommy-bahama-restaurant-and-bar
Graze Smokehouse,New York City,Upper West Side,,$$,100 W 83rd St,10024,https://jsheldon-afk.github.io/cold-call-hub-3/?r=graze-smokehouse
Nardò Italian Restaurant,Los Angeles,Huntington Beach,,$$$,21022 Pacific Coast Hwy,92648,https://jsheldon-afk.github.io/cold-call-hub-3/?r=nard-italian-restaurant
Wei West,New York City,,,?,102 N END AVE,10282,https://jsheldon-afk.github.io/cold-call-hub-3/?r=wei-west
Mozza2Go,Los Angeles,Hollywood,,$$$,6610 Melrose Ave,90038,https://jsheldon-afk.github.io/cold-call-hub-3/?r=mozza2go
Shirley Brasserie,Los Angeles,Hollywood,,$$$,7000 Hollywood Blvd,90028,https://jsheldon-afk.github.io/cold-call-hub-3/?r=shirley-brasserie
L?Avenue at Saks,New York City,Midtown East,,$$$,8 E 50th St,10022,https://jsheldon-afk.github.io/cold-call-hub-3/?r=l-avenue-at-saks
Road to Seoul Korean BBQ (Vermont),Los Angeles,Koreatown,,$$$,703 S Vermont Ave,90005,https://jsheldon-afk.github.io/cold-call-hub-3/?r=road-to-seoul-korean-bbq-vermont
Kagura Costa Mesa,Los Angeles,Halecrest,,$$,688 Baker St #8,92626,https://jsheldon-afk.github.io/cold-call-hub-3/?r=kagura-costa-mesa
The Admiral,Washington DC,Dupont Circle,,$$,1 Dupont Cir Nw #420,20036,https://jsheldon-afk.github.io/cold-call-hub-3/?r=the-admiral
Sugar Factory New York - Time Square,New York City,,,$$,694 8th Ave,10036,https://jsheldon-afk.github.io/cold-call-hub-3/?r=sugar-factory-new-york-time-square
Social All Day,Washington DC,,,$$,3639 S Glebe Rd,22202,https://jsheldon-afk.github.io/cold-call-hub-3/?r=social-all-day
Hibachi Papi Bar & Grill,Los Angeles,Hollywood,,?,"6201 Hollywood Blvd #120, Los Angeles, CA 90028, United States",90028,https://jsheldon-afk.github.io/cold-call-hub-3/?r=hibachi-papi-bar-and-grill
Woon - Pasadena,Los Angeles,,,$$,1392 E Washington Blvd,91104,https://jsheldon-afk.github.io/cold-call-hub-3/?r=woon-pasadena
Lucky Baldwin's Pub,Los Angeles,,,$$,1770 E Colorado Blvd,91106,https://jsheldon-afk.github.io/cold-call-hub-3/?r=lucky-baldwin-s-pub
Broad Street Oyster Company,Los Angeles,,,$$,1 Main St #1,92648,https://jsheldon-afk.github.io/cold-call-hub-3/?r=broad-street-oyster-company
La Cita Bar,Los Angeles,,,$$,336 S Hill St,90013,https://jsheldon-afk.github.io/cold-call-hub-3/?r=la-cita-bar
Meshuga 4 Sushi,Los Angeles,,,$$,526 N La Brea Ave,90036,https://jsheldon-afk.github.io/cold-call-hub-3/?r=meshuga-4-sushi
Original Vincent's,New York City,Little Italy,,$$,119 Mott St,10013,https://jsheldon-afk.github.io/cold-call-hub-3/?r=original-vincent-s
Et Voila !,Washington DC,Palisades,,$$,5120 MacArthur Blvd,20016,https://jsheldon-afk.github.io/cold-call-hub-3/?r=et-voila
COD Seafood & Raw Bar,Los Angeles,Beverly Hills,,$$,8408 W 3rd St,90048,https://jsheldon-afk.github.io/cold-call-hub-3/?r=cod-seafood-and-raw-bar
Cafe Santorini,Los Angeles,Pasadena,,$$,64 W Union St,91103,https://jsheldon-afk.github.io/cold-call-hub-3/?r=cafe-santorini
AlMar,New York City,Dumbo,,$$,111 Front St,11201,https://jsheldon-afk.github.io/cold-call-hub-3/?r=almar
Barawine,New York City,Harlem,American; French,$$,200 Lenox Avenue,10027,https://jsheldon-afk.github.io/cold-call-hub-3/?r=barawine
Scalinatella,New York City,Upper East Side,,$$$$,201 E 61st St,10065,https://jsheldon-afk.github.io/cold-call-hub-3/?r=scalinatella
Pure Bistro,New York City,Park Slope,,$$,88 5th Ave,11217,https://jsheldon-afk.github.io/cold-call-hub-3/?r=pure-bistro
Sushi Yashin,New York City,Park Slope,,$$,381 5th Ave,11215,https://jsheldon-afk.github.io/cold-call-hub-3/?r=sushi-yashin
II Falco,New York City,Queens,Italian,$$,21-50 44th Dr,11101,https://jsheldon-afk.github.io/cold-call-hub-3/?r=ii-falco
Henry Street Ale House,New York City,Brooklyn Heights,,$$,62 Henry St,11201,https://jsheldon-afk.github.io/cold-call-hub-3/?r=henry-street-ale-house
Tajin,New York City,FiDi,,$$,85 Greenwich St,10004,https://jsheldon-afk.github.io/cold-call-hub-3/?r=tajin
The Shepherd & the Knucklehead,New York City,Hoboken,,$$,1313 Willow Ave,07030,https://jsheldon-afk.github.io/cold-call-hub-3/?r=the-shepherd-and-the-knucklehead
San Giuseppe,New York City,Hoboken,American; Italian,$$,1320 Adams St,07030,https://jsheldon-afk.github.io/cold-call-hub-3/?r=san-giuseppe
Ariana,New York City,Chelsea,,$$,787 9 Avenue,10019,https://jsheldon-afk.github.io/cold-call-hub-3/?r=ariana
Hurley's Restaurant & Bar,New York City,Midtown,,$$,232 West 48 Street,10036,https://jsheldon-afk.github.io/cold-call-hub-3/?r=hurley-s-restaurant-and-bar
Slattery's Midtown Pub,New York City,Midtown East,,$$,8 East 36 Street,10016,https://jsheldon-afk.github.io/cold-call-hub-3/?r=slattery-s-midtown-pub
Bubby's High Line,New York City,west village,,$$,73 Gansevoort St,10014,https://jsheldon-afk.github.io/cold-call-hub-3/?r=bubby-s-high-line
McMahon's Public House,New York City,Boerum Hill,,$$,39 5th Ave,11217,https://jsheldon-afk.github.io/cold-call-hub-3/?r=mcmahon-s-public-house
El Basurero Restaurante,New York City,Astoria,,$$,3217 Steinway St,11103,https://jsheldon-afk.github.io/cold-call-hub-3/?r=el-basurero-restaurante
Tony Cheng's Seafood Restaurant,Washington DC,Penn Quarter,,$$,619 H St Nw,20001,https://jsheldon-afk.github.io/cold-call-hub-3/?r=tony-cheng-s-seafood-restaurant
Tong,New York City,Bushwick,Thai,$$,321 Starr St,11237,https://jsheldon-afk.github.io/cold-call-hub-3/?r=tong
Bahia,New York City,Williamsburg,,$$,690 Grand Street,11211,https://jsheldon-afk.github.io/cold-call-hub-3/?r=bahia
Dim Sum Chelsea,New York City,Chelsea,Chinese; Sichuan; Szechuan,$$,"236 8th Ave, New York, NY 10011",10011,https://jsheldon-afk.github.io/cold-call-hub-3/?r=dim-sum-chelsea
The Franklin,New York City,Bed Stuyy,,?,448 Franklin Avenue,11238,https://jsheldon-afk.github.io/cold-call-hub-3/?r=the-franklin
Akino,New York City,Elmhurst,,$$,8280 BROADWAY,11373,https://jsheldon-afk.github.io/cold-call-hub-3/?r=akino
Ballfields Cafe,New York City,Upper West Side,,$$,HECKSCHER BALLFIELDS CENTRAL P,10023,https://jsheldon-afk.github.io/cold-call-hub-3/?r=ballfields-cafe
Genesis House,New York City,Meatpacking,,$$$,40A 10th Avenue,10014,https://jsheldon-afk.github.io/cold-call-hub-3/?r=genesis-house
Saigon Social,New York City,Chinatown,,$$,,,https://jsheldon-afk.github.io/cold-call-hub-3/?r=saigon-social
BAR CHRYSTIE,New York City,Lower East Side,,$$$,215 Chrystie St,10002,https://jsheldon-afk.github.io/cold-call-hub-3/?r=bar-chrystie
Forsythia,New York City,Lower East Side,Italian,$$,9 Stanton St,10002,https://jsheldon-afk.github.io/cold-call-hub-3/?r=forsythia
Savelli,New York City,Boerum Hill,Italian,$$$,195 Smith St,11201,https://jsheldon-afk.github.io/cold-call-hub-3/?r=savelli
Shiki Omakase,New York City,Soho,,?,,,https://jsheldon-afk.github.io/cold-call-hub-3/?r=shiki-omakase
Pebble Bar,New York City,Midtown,,?,67 W 49th St,10112,https://jsheldon-afk.github.io/cold-call-hub-3/?r=pebble-bar
Claud,New York City,East Village,,$$$,90 E 10th St,10003,https://jsheldon-afk.github.io/cold-call-hub-3/?r=claud
Gair,New York City,Downtown Brooklyn/DUMBO,,$$,41 Washington St,11201,https://jsheldon-afk.github.io/cold-call-hub-3/?r=gair
Raf's,New York City,NoHo,,$$$,290 Elizabeth St,10012,https://jsheldon-afk.github.io/cold-call-hub-3/?r=raf-s
Shogun Omakase,New York City,Midtown East,,$$,"295 Madison Ave, New York, NY 10017, United States",10017,https://jsheldon-afk.github.io/cold-call-hub-3/?r=shogun-omakase
Wexler's Deli,Los Angeles,Santa Monica,,$$,616 Santa Monica Blvd,90401,https://jsheldon-afk.github.io/cold-call-hub-3/?r=wexler-s-deli
Kushi Shabu,Los Angeles,,,$$,123 Astronaut Ellison S Onizuka St,90012,https://jsheldon-afk.github.io/cold-call-hub-3/?r=kushi-shabu
Chulita,Los Angeles,Santa Monica,,$$,533 Rose Ave,90291,https://jsheldon-afk.github.io/cold-call-hub-3/?r=chulita
Byul Gobchang,Los Angeles,Wilshire Center,,$$,3819 W 6th St,90020,https://jsheldon-afk.github.io/cold-call-hub-3/?r=byul-gobchang
Metro Cafe,Los Angeles,Culver City,,$$,11188 Washington Pl,90232,https://jsheldon-afk.github.io/cold-call-hub-3/?r=metro-cafe
Man Soo Korean BBQ,Los Angeles,Koreatown,,$$,3429 W 8th St,90005,https://jsheldon-afk.github.io/cold-call-hub-3/?r=man-soo-korean-bbq
Rock & Reilly's USC,Los Angeles,West Adams,,$$,3201 S Hoover St,90007,https://jsheldon-afk.github.io/cold-call-hub-3/?r=rock-and-reilly-s-usc
Marcelino's Italian Kitchen,Los Angeles,,,$$,12910 Magnolia Blvd,91423,https://jsheldon-afk.github.io/cold-call-hub-3/?r=marcelino-s-italian-kitchen
Ramen Izakaya,Los Angeles,Van Nuys,,$$,13727 Victory Blvd,91401,https://jsheldon-afk.github.io/cold-call-hub-3/?r=ramen-izakaya
Top Thai Cuisine,Los Angeles,Reseda,,$$,7333 Reseda Blvd,91335,https://jsheldon-afk.github.io/cold-call-hub-3/?r=top-thai-cuisine
Michi Japanese Kitchen,Los Angeles,Culver-West,,$$,13354 W Washington Blvd,90066,https://jsheldon-afk.github.io/cold-call-hub-3/?r=michi-japanese-kitchen
Chris' Korean BBQ,Los Angeles,,,$$,2063 E Colorado Blvd,91107,https://jsheldon-afk.github.io/cold-call-hub-3/?r=chris-korean-bbq
Chifa,Los Angeles,Northeast Los Angeles,,$$,4374 Eagle Rock Blvd,90041,https://jsheldon-afk.github.io/cold-call-hub-3/?r=chifa
Esters Wine Shop & Bar,Los Angeles,Santa Monica,,$$$,1314 7th St,90401,https://jsheldon-afk.github.io/cold-call-hub-3/?r=esters-wine-shop-and-bar
Crazy Rock'N Sushi,Los Angeles,Oak Creek,,$$,5365 Alton Pkwy,92604,https://jsheldon-afk.github.io/cold-call-hub-3/?r=crazy-rock-n-sushi
Casablanca,Los Angeles,Santa Monica,,$$,220 Lincoln Blvd,90291,https://jsheldon-afk.github.io/cold-call-hub-3/?r=casablanca
Tahntawan Thai Kitchen,Los Angeles,,,$$,523 Washington Blvd,90292,https://jsheldon-afk.github.io/cold-call-hub-3/?r=tahntawan-thai-kitchen
Cali's Teriyaki,Los Angeles,LA,,$$,11419 Santa Monica Blvd,90025,https://jsheldon-afk.github.io/cold-call-hub-3/?r=cali-s-teriyaki
Numero Uno Pizza,Los Angeles,Brookside,,$$,5044 Wilshire Blvd,90036,https://jsheldon-afk.github.io/cold-call-hub-3/?r=numero-uno-pizza
House of Galbi,Los Angeles,Sherman Oaks,,$$,15927 Ventura Blvd,91436,https://jsheldon-afk.github.io/cold-call-hub-3/?r=house-of-galbi
Sushiya,Los Angeles,,,$$,2525 E Foothill Blvd,91107,https://jsheldon-afk.github.io/cold-call-hub-3/?r=sushiya
Ayat,New York City,Alphabet City,,$$,107 Loisaida Ave,10009,https://jsheldon-afk.github.io/cold-call-hub-3/?r=ayat
87 Ludlow,New York City,Lower East Side,,?,87 Ludlow St,10002,https://jsheldon-afk.github.io/cold-call-hub-3/?r=87-ludlow
Rabbit Hole TSQ,New York City,Midtown,,?,723 7th Avenue,10019,https://jsheldon-afk.github.io/cold-call-hub-3/?r=rabbit-hole-tsq
Wooga,New York City,Chelsea,,$$,371 7th Ave,10001,https://jsheldon-afk.github.io/cold-call-hub-3/?r=wooga
Blossom Restaurant & Rooftop,Los Angeles,Studio City,,?,11150 Ventura Blvd,91604,https://jsheldon-afk.github.io/cold-call-hub-3/?r=blossom-restaurant-and-rooftop
Sushi Saikou,New York City,Nolita,,$$$,301 Elizabeth St,10012,https://jsheldon-afk.github.io/cold-call-hub-3/?r=sushi-saikou
Psaraki,New York City,Williamsburg,,?,420 Kent Ave,11249,https://jsheldon-afk.github.io/cold-call-hub-3/?r=psaraki
Boni & Mott,New York City,Soho,,$$,238 Mott Street,10012,https://jsheldon-afk.github.io/cold-call-hub-3/?r=boni-and-mott
Zabb PuTawn,New York City,Cobble Hill,,$$,229 Court St,11201,https://jsheldon-afk.github.io/cold-call-hub-3/?r=zabb-putawn
Ramen Ishida Chelsea,New York City,Chelsea,,$$,104 8th Ave,10009,https://jsheldon-afk.github.io/cold-call-hub-3/?r=ramen-ishida-chelsea
Honzen,New York City,Astoria,,$$$,3712 31st Ave,11103,https://jsheldon-afk.github.io/cold-call-hub-3/?r=honzen
Sushi Lin,New York City,Upper West Side,,?,170 Amsterdam Avenue,10033,https://jsheldon-afk.github.io/cold-call-hub-3/?r=sushi-lin
DILLI DILLI,New York City,Midtown,,?,250 W 47th St,10036-1414,https://jsheldon-afk.github.io/cold-call-hub-3/?r=dilli-dilli
Bar Tizio,New York City,West Village,,$$$,107 Horatio St,10014,https://jsheldon-afk.github.io/cold-call-hub-3/?r=bar-tizio
JR & Son,New York City,Williamsburg,,?,575 Lorimer St,11249,https://jsheldon-afk.github.io/cold-call-hub-3/?r=jr-and-son
Tenjou,New York City,Flatiron District,,?,25 W 23rd St,10010,https://jsheldon-afk.github.io/cold-call-hub-3/?r=tenjou
Askili Orchard,New York City,New York,,?,401 6th Ave,10014,https://jsheldon-afk.github.io/cold-call-hub-3/?r=askili-orchard
Limusina,New York City,Chelsea,,?,441 9th Ave,10001,https://jsheldon-afk.github.io/cold-call-hub-3/?r=limusina
Berenjak,Los Angeles,Arts District,,?,1010 S Santa Fe Ave,90021,https://jsheldon-afk.github.io/cold-call-hub-3/?r=berenjak
Floral,New York City,East Village,,?,63 Cooper Square,10003,https://jsheldon-afk.github.io/cold-call-hub-3/?r=floral
Sushidokoro Mekumi,New York City,Hudson Square,,?,70 Charlton St,10014,https://jsheldon-afk.github.io/cold-call-hub-3/?r=sushidokoro-mekumi
Polanco Social,New York City,Upper West Side,,?,474 Columbus Avenue,10024,https://jsheldon-afk.github.io/cold-call-hub-3/?r=polanco-social
TAI ER SICHUAN CUISINE (FLUSHING),New York City,Flushing,,$$$,133-36 37th Ave F17,11354,https://jsheldon-afk.github.io/cold-call-hub-3/?r=tai-er-sichuan-cuisine-flushing
Everdene Bar,New York City,Chelsea,,$$$,1227 Broadway,10001,https://jsheldon-afk.github.io/cold-call-hub-3/?r=everdene-bar
Kaki,New York City,Lower East Side,,$$$,129 Rivington St,10002,https://jsheldon-afk.github.io/cold-call-hub-3/?r=kaki
Rollbl Sushi,New York City,Midtown West,,$$,245 W 46th St Rollbl,10036,https://jsheldon-afk.github.io/cold-call-hub-3/?r=rollbl-sushi
EJ BBQ & Sushi,New York City,Chelsea,,$$,168 W 25th St,10001,https://jsheldon-afk.github.io/cold-call-hub-3/?r=ej-bbq-and-sushi
Brasserie Fouquet's New York,New York City,Chinatown,,$$$$,28 Desbrosses St,10013,https://jsheldon-afk.github.io/cold-call-hub-3/?r=brasserie-fouquet-s-new-york
Supper Club By Le Petit Parisien,New York City,Upper East Side,,$$$,355 E 78th St,10075,https://jsheldon-afk.github.io/cold-call-hub-3/?r=supper-club-by-le-petit-parisien
Roxy Delicatessen,New York City,Midtown West,,$$,834 7th Ave,10019,https://jsheldon-afk.github.io/cold-call-hub-3/?r=roxy-delicatessen
Highball Times Square,New York City,Midtown West,,$$$,1568 Broadway Floor 11,10036,https://jsheldon-afk.github.io/cold-call-hub-3/?r=highball-times-square
